maingroup,mg_def
F15B15,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL - Fluid-actuated devices for displacing a member from one position to another 
F15B17,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL - Combinations of telemotor and servomotor systems
F15B18,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL - Parallel arrangements of independent servomotor systems
F15B19,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL - Testing; 
F15B20,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL - Safety arrangements
F15B21,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL - Common features
F15B2201,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL - Accumulators
F15B2211,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL - Circuits for servomotor systems
F15B2215,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL - Fluid-actuated devices for displacing a member from one position to another
F15C1,FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES  - Circuit elements having no moving parts
F15C3,FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES  - Circuit elements having moving parts 
F15C4,FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES  - Circuit elements characterised by their special functions
F15C5,FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES  - Manufacture of fluid circuit elements
F15C7,"FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES  - Hybrid elements, i.e. circuit elements having features according to groups F15C1/00 and F15C3/00"
F15D1,"FLUID DYNAMICS, i.e. METHODS OR MEANS FOR INFLUENCING THE FLOW OF GASES OR LIQUIDS  - Influencing flow of fluids"
F16B1,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Devices for securing together, or preventing relative movement between, constructional elements or machine parts"
F16B2,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Friction-grip releasable fastenings "
F16B3,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Key-type connections"
F16B4,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Shrinkage connections, e.g. assembled with the part at different temperature"
F16B5,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Joining sheets or plates, "
F16B7,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Connections of rods or tubes, e.g. of non-circular section, mutually, including resilient connections "
F16B9,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Connections of rods or tubular parts to flat surfaces at an angle "
F16B11,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Connecting constructional elements or machine parts by sticking or pressing them together, e.g. cold pressure welding "
F16B12,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Jointing of furniture or the like, e.g. hidden from exterior "
F16B13,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Dowels or other devices fastened in walls or the like by inserting them in holes made therein for that purpose "
F16B15,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Nails"
F16B17,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Connecting constructional elements or machine parts by a part of or on one member entering a hole in the other "
F16B19,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Bolts without screw-thread"
F16B21,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Means for preventing relative axial movement of a pin, spigot, shaft or the like and a member surrounding it "
F16B23,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Specially shaped "
F16B25,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Screws that cut thread in the body into which they are screwed, e.g. wood screws "
F16B27,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Bolts, screws, or nuts formed in integral series but easily separable, particularly for use in automatic machines "
F16B29,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Screwed connection with deformation of nut or auxiliary member while fastening "
F16B31,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Screwed connections specially modified in view of tensile load"
F16B33,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Features common to bolt and nut"
F16B35,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Screw-bolts"
F16B37,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Nuts or like thread-engaging members "
F16B39,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Locking of screws, bolts or nuts "
F16B41,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Measures against loss of bolts, nuts, or pins"
F16B43,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Washers or equivalent devices"
F16B45,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Hooks"
F16B47,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING - Suction cups for attaching purposes"
F16C1,SHAFTS - Flexible shafts 
F16C3,SHAFTS - Shafts 
F16C5,SHAFTS - Crossheads
F16C7,SHAFTS - Connecting-rods or like links pivoted at both ends 
F16C9,SHAFTS - Bearings for crankshafts or connecting-rods
F16C11,SHAFTS - Pivots
F16C13,"SHAFTS - Rolls, drums, discs, or the like "
F16C15,SHAFTS - Construction of rotary bodies to resist centrifugal force 
F16C17,SHAFTS - Sliding-contact bearings for exclusively rotary movement 
F16C19,"SHAFTS - Bearings with rolling contact, for exclusively rotary movement "
F16C21,"SHAFTS - Combinations of sliding-contact bearings with ball or roller bearings, for exclusively rotary movement "
F16C23,SHAFTS - Bearings for exclusively rotary movement adjustable for aligning or positioning 
F16C25,SHAFTS - Bearings for exclusively rotary movement adjustable for wear or play 
F16C27,"SHAFTS - Elastic or yielding bearings or bearing supports, for exclusively rotary movement "
F16C29,SHAFTS - Bearings for parts moving only linearly 
F16C31,SHAFTS - Bearings for parts which both rotate and move linearly
F16C32,SHAFTS - Bearings not otherwise provided for
F16C33,SHAFTS - Parts of bearings
F16C35,SHAFTS - Rigid support of bearing units
F16C37,SHAFTS - Cooling of bearings
F16C39,SHAFTS - Relieving load on bearings
F16C41,"SHAFTS - Other accessories, "
F16C43,SHAFTS - Assembling bearings
F16C2202,SHAFTS - Solid materials defined by their properties
F16C2204,SHAFTS - Metallic materials
F16C2206,"SHAFTS - Materials with ceramics, cermets, hard carbon or similar non-metallic hard materials as main constituents"
F16C2208,SHAFTS - Plastics
F16C2210,SHAFTS - Fluids
F16C2212,"SHAFTS - Natural materials, i.e. based on animal or plant products such as leather, wood or cotton or extracted therefrom, e.g. lignin"
F16C2220,SHAFTS - Shaping
F16C2223,SHAFTS - Surface treatments
F16C2226,SHAFTS - Joining parts
F16C2229,SHAFTS - Setting preload
F16C2231,SHAFTS - Running-in
F16C2233,"SHAFTS - Monitoring condition, e.g. temperature, load, vibration"
F16C2235,SHAFTS - Cleaning
F16C2237,SHAFTS - Repair or replacement
F16C2240,SHAFTS - Specified values or numerical ranges of parameters
F16C2300,SHAFTS - Application independent of particular apparatuses
F16C2310,SHAFTS - Agricultural machines 
F16C2314,"SHAFTS - Personal or domestic articles, e.g. household appliances such as washing machines, dryers "
F16C2316,SHAFTS - Apparatus in health or amusement 
F16C2320,SHAFTS - Apparatus used in separating or mixing 
F16C2322,SHAFTS - Apparatus used in shaping articles 
F16C2324,SHAFTS - Apparatus used in printing 
F16C2326,SHAFTS - Articles relating to transporting 
F16C2340,SHAFTS - Apparatus for treating textiles 
F16C2350,SHAFTS - Machines or articles related to building 
F16C2352,SHAFTS - Apparatus for drilling 
F16C2360,SHAFTS - Engines or pumps 
F16C2361,SHAFTS - Apparatus or articles in engineering in general 
F16C2362,SHAFTS - Apparatus for lighting or heating 
F16C2370,"SHAFTS - Apparatus relating to physics, e.g. instruments "
F16C2380,SHAFTS - Electrical apparatus 
F16D1,COUPLINGS FOR TRANSMITTING ROTATION - Couplings for rigidly connecting two coaxial shafts or other movable machine elements 
F16D3,"COUPLINGS FOR TRANSMITTING ROTATION - Yielding couplings, i.e. with means permitting movement between the connected parts during the drive "
F16D5,"COUPLINGS FOR TRANSMITTING ROTATION - Impulse couplings, i.e. couplings that alternately accelerate and decelerate the driven member"
F16D7,"COUPLINGS FOR TRANSMITTING ROTATION - Slip couplings, e.g. slipping on overload, for absorbing shock "
F16D9,"COUPLINGS FOR TRANSMITTING ROTATION - Couplings with safety member for disconnecting, e.g. breaking or melting member"
F16D11,COUPLINGS FOR TRANSMITTING ROTATION - Clutches in which the members have interengaging parts 
F16D13,COUPLINGS FOR TRANSMITTING ROTATION - Friction clutches 
F16D15,COUPLINGS FOR TRANSMITTING ROTATION - Clutches with wedging balls or rollers or with other wedgeable separate clutching members 
F16D17,COUPLINGS FOR TRANSMITTING ROTATION - Clutches in which the drive is transmitted solely by virtue of the eccentricity of the contacting surfaces of clutch members which fit one around the other
F16D19,COUPLINGS FOR TRANSMITTING ROTATION - Clutches with mechanically-actuated clutching members not otherwise provided for
F16D21,COUPLINGS FOR TRANSMITTING ROTATION - Systems comprising a plurality of actuated clutches 
F16D23,COUPLINGS FOR TRANSMITTING ROTATION - Details of mechanically-actuated clutches not specific for one distinct type
F16D25,COUPLINGS FOR TRANSMITTING ROTATION - Fluid-actuated clutches
F16D27,COUPLINGS FOR TRANSMITTING ROTATION - Magnetically- 
F16D28,COUPLINGS FOR TRANSMITTING ROTATION - Electrically-actuated clutches 
F16D29,COUPLINGS FOR TRANSMITTING ROTATION - Clutches and systems of clutches involving both fluid and magnetic actuation
F16D31,"COUPLINGS FOR TRANSMITTING ROTATION - Fluid couplings or clutches with pumping sets of the volumetric type, i.e. in the case of liquid passing a predetermined volume per revolution"
F16D33,COUPLINGS FOR TRANSMITTING ROTATION - Rotary fluid couplings or clutches of the hydro-kinetic type
F16D35,COUPLINGS FOR TRANSMITTING ROTATION - Fluid clutches in which the clutching is predominantly obtained by fluid adhesion 
F16D37,"COUPLINGS FOR TRANSMITTING ROTATION - Clutches in which the drive is transmitted through a medium consisting of small particles, e.g. centrifugally speed-responsive"
F16D39,COUPLINGS FOR TRANSMITTING ROTATION - Combinations of couplings according to two or more of the groups F16D31/00-F16D37/00
F16D41,COUPLINGS FOR TRANSMITTING ROTATION - Freewheels or freewheel clutches 
F16D43,COUPLINGS FOR TRANSMITTING ROTATION - Automatic clutches 
F16D45,COUPLINGS FOR TRANSMITTING ROTATION - Freewheel or freewheel clutches combined with automatic clutches
F16D47,"COUPLINGS FOR TRANSMITTING ROTATION - Systems of clutches, or clutches and couplings, comprising devices of types grouped under at least two of the preceding guide headings"
F16D48,COUPLINGS FOR TRANSMITTING ROTATION - External control of clutches
F16D49,"COUPLINGS FOR TRANSMITTING ROTATION - Brakes with a braking member co-operating with the periphery of a drum, wheel-rim, or the like "
F16D51,COUPLINGS FOR TRANSMITTING ROTATION - Brakes with outwardly-movable braking members co-operating with the inner surface of a drum or the like 
F16D53,"COUPLINGS FOR TRANSMITTING ROTATION - Brakes with braking members co-operating with both the periphery and the inner surface of a drum, wheel-rim, or the like "
F16D55,"COUPLINGS FOR TRANSMITTING ROTATION - Brakes with substantially-radial braking surfaces pressed together in axial direction, e.g. disc brakes "
F16D57,COUPLINGS FOR TRANSMITTING ROTATION - Liquid-resistance brakes; 
F16D59,"COUPLINGS FOR TRANSMITTING ROTATION - Self-acting brakes, e.g. coming into operation at a predetermined speed"
F16D61,COUPLINGS FOR TRANSMITTING ROTATION - Brakes with means for making the energy absorbed available for use 
F16D63,COUPLINGS FOR TRANSMITTING ROTATION - Brakes not otherwise provided for
F16D65,COUPLINGS FOR TRANSMITTING ROTATION - Parts or details 
F16D66,"COUPLINGS FOR TRANSMITTING ROTATION - Arrangements for monitoring working conditions, e.g. wear, temperature"
F16D67,COUPLINGS FOR TRANSMITTING ROTATION - Combinations of couplings and brakes
F16D69,COUPLINGS FOR TRANSMITTING ROTATION - Friction linings
F16D71,COUPLINGS FOR TRANSMITTING ROTATION - Mechanisms for bringing members to rest in a predetermined position 
F16D2121,COUPLINGS FOR TRANSMITTING ROTATION - Type of actuator operation force
F16D2123,COUPLINGS FOR TRANSMITTING ROTATION - Multiple operation forces
F16D2125,COUPLINGS FOR TRANSMITTING ROTATION - Components of actuators
F16D2127,COUPLINGS FOR TRANSMITTING ROTATION - Auxiliary mechanisms
F16D2129,COUPLINGS FOR TRANSMITTING ROTATION - Type of operation source for auxiliary mechanisms
F16D2131,"COUPLINGS FOR TRANSMITTING ROTATION - Overall arrangement of the actuators or their elements, e.g. modular construction"
F16D2200,COUPLINGS FOR TRANSMITTING ROTATION - Materials
F16D2250,COUPLINGS FOR TRANSMITTING ROTATION - Manufacturing
F16D2300,COUPLINGS FOR TRANSMITTING ROTATION - Special features for couplings or clutches
F16D2500,COUPLINGS FOR TRANSMITTING ROTATION - External control of clutches by electric or electronic means
F16F1,SPRINGS - Springs 
F16F3,"SPRINGS - Spring units consisting of several springs, e.g. for obtaining a desired spring characteristic "
F16F5,"SPRINGS - Liquid springs in which the liquid works as a spring by compression, e.g. combined with throttling action"
F16F6,SPRINGS - Magnetic springs; 
F16F7,SPRINGS - Vibration-dampers
F16F9,"SPRINGS - Springs, vibration-dampers, shock-absorbers, or similarly-constructed movement-dampers using a fluid or the equivalent as damping medium "
F16F13,"SPRINGS - Units comprising springs of the non-fluid type as well as vibration-dampers, shock-absorbers, or fluid springs "
F16F15,SPRINGS - Suppression of vibrations in systems 
F16F2222,"SPRINGS - Special physical effects, e.g. nature of damping effects"
F16F2224,SPRINGS - Materials
F16F2226,SPRINGS - Manufacturing
F16F2228,"SPRINGS - Functional characteristics, e.g. variability, frequency-dependence"
F16F2230,SPRINGS - Purpose
F16F2232,SPRINGS - Nature of movement
F16F2234,SPRINGS - Shape
F16F2236,SPRINGS - Mode of stressing of basic spring or damper elements or devices incorporating such elements
F16F2238,SPRINGS - Type of springs or dampers
F16G1,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES - Driving-belts "
F16G3,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES - Belt fastenings, e.g. for conveyor belts "
F16G5,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES - V-belts, i.e. belts of tapered cross-section"
F16G7,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES - V-belt fastenings"
F16G9,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES - Ropes or cables specially adapted for driving, or for being driven by, pulleys or other gearing elements "
F16G11,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES - Means for fastening cables or ropes to one another or to other objects"
F16G13,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES - Chains "
F16G15,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES - Chain couplings, Shackles"
F16G17,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES - Hooks as integral parts of chains "
F16H1,GEARING - Toothed gearings for conveying rotary motion 
F16H3,GEARING - Toothed gearings for conveying rotary motion with variable gear ratio or for reversing rotary motion 
F16H7,GEARING - Gearings for conveying rotary motion by endless flexible members 
F16H9,"GEARING - Gearings for conveying rotary motion with variable gear ratio, or for reversing rotary motion, by endless flexible members "
F16H13,GEARING - Gearings for conveying rotary motion by friction between rotary members 
F16H15,"GEARING - Gearings for conveying rotary motion with variable gear ratio, or for reversing rotary motion, by friction between rotary members "
F16H19,GEARING - Gearings comprising essentially only toothed gears or friction members and not capable of conveying indefinitely-continuing rotary motion 
F16H21,"GEARING - Gearings comprising primarily only links or levers, with or without slides"
F16H23,GEARING - Wobble-plate gearings
F16H25,"GEARING - Gearings comprising primarily only cams, cam-followers and screw-and-nut mechanisms"
F16H27,"GEARING - Step-by-step mechanisms without freewheel members, e.g. Geneva driven "
F16H29,"GEARING - Gearings for conveying rotary motion with intermittently-driving members, e.g. with freewheel action "
F16H31,GEARING - Other gearings with freewheeling members or other intermittently driving members 
